date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:57:10	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:09%20GMT	http://127.0.0.1:5000/robots.txt		(from )
21:57:16	7548/7548	U--M--	200	updated ('OK')	text/html	date:Wed,%2008%20Nov%202023%2002:57:16%20GMT	http://127.0.0.1:5000/	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/index.html	(from )
21:57:16	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:16%20GMT	http://127.0.0.1:5000/templates/assets/styles/index.css	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/templates/assets/styles/index.0.delayed	(from http://127.0.0.1:5000/)
21:57:16	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:16%20GMT	http://127.0.0.1:5000/assets/svgs/menu.svg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/svgs/menu.1.delayed	(from http://127.0.0.1:5000/)
21:57:16	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:16%20GMT	http://127.0.0.1:5000/assets/svgs/exit.svg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/svgs/exit.2.delayed	(from http://127.0.0.1:5000/)
21:57:17	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:17%20GMT	http://127.0.0.1:5000/workshops.html	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/workshops.3.delayed	(from http://127.0.0.1:5000/)
21:57:17	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:17%20GMT	http://127.0.0.1:5000/links.html	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/links.4.delayed	(from http://127.0.0.1:5000/)
21:57:17	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:17%20GMT	http://127.0.0.1:5000/assets/images/workshops.jpg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/images/workshops.5.delayed	(from http://127.0.0.1:5000/)
21:57:17	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:17%20GMT	http://127.0.0.1:5000/assets/svgs/arrow.svg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/svgs/arrow.6.delayed	(from http://127.0.0.1:5000/)
21:57:18	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:18%20GMT	http://127.0.0.1:5000/assets/images/montyhacks_primary.png	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/images/montyhacks_primary.7.delayed	(from http://127.0.0.1:5000/)
21:57:18	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:18%20GMT	http://127.0.0.1:5000/assets/images/talks.jpg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/images/talks.8.delayed	(from http://127.0.0.1:5000/)
21:57:18	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:18%20GMT	http://127.0.0.1:5000/assets/images/montyhacks_secondary.png	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/images/montyhacks_secondary.9.delayed	(from http://127.0.0.1:5000/)
21:57:18	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:18%20GMT	http://127.0.0.1:5000/assets/images/acsl.jpg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/images/acsl.a.delayed	(from http://127.0.0.1:5000/)
21:57:19	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:18%20GMT	http://127.0.0.1:5000/assets/svgs/logo2.svg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/svgs/logo2.b.delayed	(from http://127.0.0.1:5000/)
21:57:19	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:19%20GMT	http://127.0.0.1:5000/assets/svgs/email.svg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/svgs/email.c.delayed	(from http://127.0.0.1:5000/)
21:57:19	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:19%20GMT	http://127.0.0.1:5000/assets/svgs/instagram.svg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/svgs/instagram.d.delayed	(from http://127.0.0.1:5000/)
21:57:19	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:19%20GMT	http://127.0.0.1:5000/assets/svgs/facebook.svg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/svgs/facebook.e.delayed	(from http://127.0.0.1:5000/)
21:57:19	207/207	---M--	404	error ('NOT%20FOUND')	text/html	date:Wed,%2008%20Nov%202023%2002:57:19%20GMT	http://127.0.0.1:5000/assets/svgs/linktree.svg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/assets/svgs/linktree.f.delayed	(from http://127.0.0.1:5000/)
21:57:20	13626/13626	U-----	200	untouched ('OK')	text/css	etag:%221663893967.0-13626-161485874%22	http://127.0.0.1:5000/static/index.css	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/static/index.css	(from http://127.0.0.1:5000/)
21:57:20	4158/4158	U-----	200	untouched ('')	image/x-icon	etag:%221663893967.0-4158-860886258%22	http://127.0.0.1:5000/static/favicon.ico	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/static/favicon.ico	(from http://127.0.0.1:5000/)
21:57:21	10940/10940	U-----	200	untouched ('OK')	image/svg+xml	etag:%221663893967.0-10940-4119008210%22	http://127.0.0.1:5000/static/logo.svg	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/static/logo.svg	(from http://127.0.0.1:5000/)
21:57:21	725/725	U-----	200	untouched ('')	application/javascript	etag:%221663893967.0-725-4117566406%22	http://127.0.0.1:5000/static/index.js	C:/Users/skycr/Desktop/Repo1/webtex/AlexH-736.github.io/127.0.0.1_5000/static/index.js	(from http://127.0.0.1:5000/)
